series,axis_cells,regions,ranks,mode,stage,samples,seconds_max_rank_median,seconds_max_rank_min,seconds_max_rank_max,peak_rss_bytes_max_rank_median,peak_rss_bytes_max_rank_min,peak_rss_bytes_max_rank_max,measured_mesh_bytes_max_rank_median,measured_mesh_bytes_max_rank_min,measured_mesh_bytes_max_rank_max,compatibility_bytes_max_rank_median,compatibility_bytes_max_rank_min,compatibility_bytes_max_rank_max,ghost_owned_ratio_max_rank_median,ghost_owned_ratio_max_rank_min,ghost_owned_ratio_max_rank_max
main,32,8,1,native,output,1,0.055804373,0.055804373,0.055804373,66367488,66367488,66367488,31024,31024,31024,0,0,0,0,0,0
main,32,8,1,native,solve_including_preconditioner,1,0.027141849,0.027141849,0.027141849,62427136,62427136,62427136,31024,31024,31024,0,0,0,0,0,0
main,32,8,1,native,traversal_average,1,0.006052924,0.006052924,0.006052924,51027968,51027968,51027968,31024,31024,31024,0,0,0,0,0,0
main,32,32,1,composite,application_average,1,0.000112931,0.000112931,0.000112931,62439424,62439424,62439424,142712,142712,142712,0,0,0,0,0,0
main,32,32,1,composite,assembly,1,0.580685825,0.580685825,0.580685825,62439424,62439424,62439424,142712,142712,142712,0,0,0,0,0,0
main,32,32,1,composite,construction,1,0.057582846,0.057582846,0.057582846,50958336,50958336,50958336,142712,142712,142712,0,0,0,0,0,0
main,32,32,1,composite,execution_view_setup,1,2.796e-06,2.796e-06,2.796e-06,51089408,51089408,51089408,142712,142712,142712,0,0,0,0,0,0
main,32,32,1,composite,native_region_traversal_average,1,0.002125422,0.002125422,0.002125422,51089408,51089408,51089408,142712,142712,142712,0,0,0,0,0,0
main,32,32,1,composite,output,1,0.091629141,0.091629141,0.091629141,71278592,71278592,71278592,142712,142712,142712,0,0,0,0,0,0
main,32,32,1,composite,solve_including_preconditioner,1,0.027061773,0.027061773,0.027061773,62439424,62439424,62439424,142712,142712,142712,0,0,0,0,0,0
main,32,32,1,composite,traversal_average,1,0.1129677072,0.1129677072,0.1129677072,51089408,51089408,51089408,142712,142712,142712,0,0,0,0,0,0
main,32,32,1,flattened,application_average,1,0.00010557,0.00010557,0.00010557,97845248,97845248,97845248,25415368,25415368,25415368,0,0,0,0,0,0
main,32,32,1,flattened,assembly,1,0.031208419,0.031208419,0.031208419,97583104,97583104,97583104,25415368,25415368,25415368,0,0,0,0,0,0
main,32,32,1,flattened,construction,1,0.078980499,0.078980499,0.078980499,91168768,91168768,91168768,25415368,25415368,25415368,0,0,0,0,0,0
main,32,32,1,flattened,execution_view_setup,1,1.96e-07,1.96e-07,1.96e-07,91168768,91168768,91168768,25415368,25415368,25415368,0,0,0,0,0,0
main,32,32,1,flattened,output,1,0.055280195,0.055280195,0.055280195,102285312,102285312,102285312,25415368,25415368,25415368,0,0,0,0,0,0
main,32,32,1,flattened,solve_including_preconditioner,1,0.028936488,0.028936488,0.028936488,100188160,100188160,100188160,25415368,25415368,25415368,0,0,0,0,0,0
main,32,32,1,flattened,traversal_average,1,0.0059176762,0.0059176762,0.0059176762,91168768,91168768,91168768,25415368,25415368,25415368,0,0,0,0,0,0
main,32,32,1,materialized,application_average,1,0.000107426,0.000107426,0.000107426,107450368,107450368,107450368,6083456,6083456,6083456,1048584,1048584,1048584,0,0,0
main,32,32,1,materialized,assembly,1,0.6050073,0.6050073,0.6050073,107057152,107057152,107057152,6083456,6083456,6083456,1048584,1048584,1048584,0,0,0
main,32,32,1,materialized,construction,1,2.172675421,2.172675421,2.172675421,97816576,97816576,97816576,6083456,6083456,6083456,1048584,1048584,1048584,0,0,0
main,32,32,1,materialized,execution_view_setup,1,2.218e-06,2.218e-06,2.218e-06,97947648,97947648,97947648,6083456,6083456,6083456,1048584,1048584,1048584,0,0,0
main,32,32,1,materialized,native_region_traversal_average,1,0.0022354686,0.0022354686,0.0022354686,97947648,97947648,97947648,6083456,6083456,6083456,1048584,1048584,1048584,0,0,0
main,32,32,1,materialized,output,1,0.083218312,0.083218312,0.083218312,117084160,117084160,117084160,6083456,6083456,6083456,1048584,1048584,1048584,0,0,0
main,32,32,1,materialized,solve_including_preconditioner,1,0.023801123,0.023801123,0.023801123,109875200,109875200,109875200,6083456,6083456,6083456,1048584,1048584,1048584,0,0,0
main,32,32,1,materialized,traversal_average,1,0.0423762836,0.0423762836,0.0423762836,97947648,97947648,97947648,6083456,6083456,6083456,1048584,1048584,1048584,0,0,0
main,32,32,1,native,application_average,1,0.0001100246,0.0001100246,0.0001100246,62001152,62001152,62001152,31024,31024,31024,0,0,0,0,0,0
main,32,32,1,native,assembly,1,0.032567167,0.032567167,0.032567167,62001152,62001152,62001152,31024,31024,31024,0,0,0,0,0,0
main,32,32,1,native,construction,1,0.000379272,0.000379272,0.000379272,50470912,50470912,50470912,31024,31024,31024,0,0,0,0,0,0
main,32,32,1,native,execution_view_setup,1,2.961e-06,2.961e-06,2.961e-06,50601984,50601984,50601984,31024,31024,31024,0,0,0,0,0,0
main,32,32,1,native,output,1,0.056349977,0.056349977,0.056349977,66195456,66195456,66195456,31024,31024,31024,0,0,0,0,0,0
main,32,32,1,native,solve_including_preconditioner,1,0.023623858,0.023623858,0.023623858,62001152,62001152,62001152,31024,31024,31024,0,0,0,0,0,0
main,32,32,1,native,traversal_average,1,0.0064849112,0.0064849112,0.0064849112,50601984,50601984,50601984,31024,31024,31024,0,0,0,0,0,0
large,64,2,1,composite,application_average,1,0.002682183,0.002682183,0.002682183,122114048,122114048,122114048,112256,112256,112256,0,0,0,0,0,0
large,64,2,1,composite,assembly,1,4.263840006,4.263840006,4.263840006,122114048,122114048,122114048,112256,112256,112256,0,0,0,0,0,0
large,64,2,1,composite,construction,1,0.147489726,0.147489726,0.147489726,51646464,51646464,51646464,112256,112256,112256,0,0,0,0,0,0
large,64,2,1,composite,execution_view_setup,1,8.46e-07,8.46e-07,8.46e-07,51646464,51646464,51646464,112256,112256,112256,0,0,0,0,0,0
large,64,2,1,composite,native_region_traversal_average,1,0.0186771922,0.0186771922,0.0186771922,51646464,51646464,51646464,112256,112256,112256,0,0,0,0,0,0
large,64,2,1,composite,output,1,0.579152837,0.579152837,0.579152837,157757440,157757440,157757440,112256,112256,112256,0,0,0,0,0,0
large,64,2,1,composite,solve_including_preconditioner,1,0.898621635,0.898621635,0.898621635,122114048,122114048,122114048,112256,112256,112256,0,0,0,0,0,0
large,64,2,1,composite,traversal_average,1,0.7954466072,0.7954466072,0.7954466072,51646464,51646464,51646464,112256,112256,112256,0,0,0,0,0,0
large,64,2,1,flattened,application_average,1,0.0029382704,0.0029382704,0.0029382704,403210240,403210240,403210240,202315720,202315720,202315720,0,0,0,0,0,0
large,64,2,1,flattened,assembly,1,0.294121498,0.294121498,0.294121498,402817024,402817024,402817024,202315720,202315720,202315720,0,0,0,0,0,0
large,64,2,1,flattened,construction,1,1.376626919,1.376626919,1.376626919,377323520,377323520,377323520,202315720,202315720,202315720,0,0,0,0,0,0
large,64,2,1,flattened,execution_view_setup,1,2.04e-07,2.04e-07,2.04e-07,377323520,377323520,377323520,202315720,202315720,202315720,0,0,0,0,0,0
large,64,2,1,flattened,output,1,0.569444336,0.569444336,0.569444336,422420480,422420480,422420480,202315720,202315720,202315720,0,0,0,0,0,0
large,64,2,1,flattened,solve_including_preconditioner,1,1.000205356,1.000205356,1.000205356,405643264,405643264,405643264,202315720,202315720,202315720,0,0,0,0,0,0
large,64,2,1,flattened,traversal_average,1,0.061518058,0.061518058,0.061518058,377323520,377323520,377323520,202315720,202315720,202315720,0,0,0,0,0,0
large,64,2,1,materialized,application_average,1,0.0017801404,0.0017801404,0.0017801404,420130816,420130816,420130816,40654008,40654008,40654008,8388616,8388616,8388616,0,0,0
large,64,2,1,materialized,assembly,1,3.556631932,3.556631932,3.556631932,419721216,419721216,419721216,40654008,40654008,40654008,8388616,8388616,8388616,0,0,0
large,64,2,1,materialized,construction,1,218.383938367,218.383938367,218.383938367,357412864,357412864,357412864,40654008,40654008,40654008,8388616,8388616,8388616,0,0,0
large,64,2,1,materialized,execution_view_setup,1,1.553e-06,1.553e-06,1.553e-06,357543936,357543936,357543936,40654008,40654008,40654008,8388616,8388616,8388616,0,0,0
large,64,2,1,materialized,native_region_traversal_average,1,0.0175687006,0.0175687006,0.0175687006,357543936,357543936,357543936,40654008,40654008,40654008,8388616,8388616,8388616,0,0,0
large,64,2,1,materialized,output,1,0.499425953,0.499425953,0.499425953,454537216,454537216,454537216,40654008,40654008,40654008,8388616,8388616,8388616,0,0,0
large,64,2,1,materialized,solve_including_preconditioner,1,0.705023644,0.705023644,0.705023644,422686720,422686720,422686720,40654008,40654008,40654008,8388616,8388616,8388616,0,0,0
large,64,2,1,materialized,traversal_average,1,0.2485099778,0.2485099778,0.2485099778,357543936,357543936,357543936,40654008,40654008,40654008,8388616,8388616,8388616,0,0,0
large,64,2,1,native,application_average,1,0.0028044418,0.0028044418,0.0028044418,122064896,122064896,122064896,108976,108976,108976,0,0,0,0,0,0
large,64,2,1,native,assembly,1,0.333202555,0.333202555,0.333202555,122064896,122064896,122064896,108976,108976,108976,0,0,0,0,0,0
large,64,2,1,native,construction,1,0.001345837,0.001345837,0.001345837,51585024,51585024,51585024,108976,108976,108976,0,0,0,0,0,0
large,64,2,1,native,execution_view_setup,1,8.65e-07,8.65e-07,8.65e-07,51585024,51585024,51585024,108976,108976,108976,0,0,0,0,0,0
large,64,2,1,native,output,1,0.56911149,0.56911149,0.56911149,138432512,138432512,138432512,108976,108976,108976,0,0,0,0,0,0
large,64,2,1,native,solve_including_preconditioner,1,1.002648934,1.002648934,1.002648934,122064896,122064896,122064896,108976,108976,108976,0,0,0,0,0,0
large,64,2,1,native,traversal_average,1,0.055702654,0.055702654,0.055702654,51585024,51585024,51585024,108976,108976,108976,0,0,0,0,0,0
region-repeats,32,1,1,composite,application_average,3,0.0001103232,0.0001037526,0.0002756048,62025728,61952000,62218240,30432,30432,30432,0,0,0,0,0,0
region-repeats,32,1,1,composite,assembly,3,0.113835182,0.106051998,0.12559474,62025728,61952000,62218240,30432,30432,30432,0,0,0,0,0,0
region-repeats,32,1,1,composite,construction,3,0.001596815,0.001403524,0.002611614,50712576,50376704,50896896,30432,30432,30432,0,0,0,0,0,0
region-repeats,32,1,1,composite,execution_view_setup,3,2.9e-07,2.48e-07,3.04e-07,50843648,50556928,51036160,30432,30432,30432,0,0,0,0,0,0
region-repeats,32,1,1,composite,native_region_traversal_average,3,0.0022676636,0.0021556784,0.0025142742,50843648,50556928,51036160,30432,30432,30432,0,0,0,0,0,0
region-repeats,32,1,1,composite,output,3,0.06777712,0.064033639,0.071134474,68681728,68517888,68837376,30432,30432,30432,0,0,0,0,0,0
region-repeats,32,1,1,composite,solve_including_preconditioner,3,0.026754555,0.026107297,0.027854674,62025728,61952000,62218240,30432,30432,30432,0,0,0,0,0,0
region-repeats,32,1,1,composite,traversal_average,3,0.0544915378,0.053601385,0.0550393314,50843648,50556928,51036160,30432,30432,30432,0,0,0,0,0,0
region-repeats,32,2,1,composite,application_average,3,0.0001049188,0.0001036844,0.0001865684,62189568,62029824,62246912,34048,34048,34048,0,0,0,0,0,0
region-repeats,32,2,1,composite,assembly,3,0.381681,0.379195286,0.384943314,62189568,62029824,62246912,34048,34048,34048,0,0,0,0,0,0
region-repeats,32,2,1,composite,construction,3,0.013675103,0.013370842,0.014327946,50737152,50446336,50933760,34048,34048,34048,0,0,0,0,0,0
region-repeats,32,2,1,composite,execution_view_setup,3,4.37e-07,4.12e-07,5.64e-07,50737152,50708480,51064832,34048,34048,34048,0,0,0,0,0,0
region-repeats,32,2,1,composite,native_region_traversal_average,3,0.0021723864,0.0021368898,0.0025439756,50737152,50708480,51064832,34048,34048,34048,0,0,0,0,0,0
region-repeats,32,2,1,composite,output,3,0.062706705,0.061563202,0.063225761,68739072,68534272,68857856,34048,34048,34048,0,0,0,0,0,0
region-repeats,32,2,1,composite,solve_including_preconditioner,3,0.024011239,0.02303853,0.024049559,62189568,62029824,62246912,34048,34048,34048,0,0,0,0,0,0
region-repeats,32,2,1,composite,traversal_average,3,0.0813124168,0.0782204426,0.0855195928,50737152,50708480,51064832,34048,34048,34048,0,0,0,0,0,0
region-repeats,32,8,1,composite,application_average,3,0.0001242918,9.7849e-05,0.000201083,62156800,61849600,62189568,55928,55928,55928,0,0,0,0,0,0
region-repeats,32,8,1,composite,assembly,3,0.5682077,0.561747384,0.592513426,62156800,61849600,62189568,55928,55928,55928,0,0,0,0,0,0
region-repeats,32,8,1,composite,construction,3,0.03106759,0.028597226,0.031333364,50671616,50266112,50733056,55928,55928,55928,0,0,0,0,0,0
region-repeats,32,8,1,composite,execution_view_setup,3,7.81e-07,7.05e-07,8.97e-07,50806784,50528256,50864128,55928,55928,55928,0,0,0,0,0,0
region-repeats,32,8,1,composite,native_region_traversal_average,3,0.0022708186,0.0022423338,0.0023071314,50806784,50528256,50864128,55928,55928,55928,0,0,0,0,0,0
region-repeats,32,8,1,composite,output,3,0.067193842,0.067084769,0.073213966,68890624,68784128,69013504,55928,55928,55928,0,0,0,0,0,0
region-repeats,32,8,1,composite,solve_including_preconditioner,3,0.023153082,0.022705993,0.027607245,62156800,61943808,62189568,55928,55928,55928,0,0,0,0,0,0
region-repeats,32,8,1,composite,traversal_average,3,0.105929799,0.1031175812,0.1166378168,50806784,50528256,50864128,55928,55928,55928,0,0,0,0,0,0
region-repeats,32,32,1,composite,application_average,3,0.0001055026,0.0001006282,0.00010889,62136320,62087168,62259200,142712,142712,142712,0,0,0,0,0,0
region-repeats,32,32,1,composite,assembly,3,0.594177213,0.588347756,0.607676527,62136320,62087168,62259200,142712,142712,142712,0,0,0,0,0,0
region-repeats,32,32,1,composite,construction,3,0.05713505,0.053506614,0.057159273,50823168,50765824,50946048,142712,142712,142712,0,0,0,0,0,0
region-repeats,32,32,1,composite,execution_view_setup,3,1.513e-06,1.33e-06,1.873e-06,50954240,50765824,51077120,142712,142712,142712,0,0,0,0,0,0
region-repeats,32,32,1,composite,native_region_traversal_average,3,0.0022195178,0.0021290024,0.0022946248,50954240,50765824,51077120,142712,142712,142712,0,0,0,0,0,0
region-repeats,32,32,1,composite,output,3,0.083418905,0.081977807,0.105850041,71176192,70987776,71290880,142712,142712,142712,0,0,0,0,0,0
region-repeats,32,32,1,composite,solve_including_preconditioner,3,0.023076097,0.022824529,0.023207291,62136320,62087168,62259200,142712,142712,142712,0,0,0,0,0,0
region-repeats,32,32,1,composite,traversal_average,3,0.115581544,0.1122955702,0.1155844718,50954240,50765824,51077120,142712,142712,142712,0,0,0,0,0,0
